rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,date
10,10,0,OLD,20198597,교회오빠,2019-05-16,37275760,0.5,14473550,63.5,357072920,4254,1658,63.9,42656,76,106,2019-05-25
1,1,0,OLD,20183867,알라딘,2019-05-23,3181109250,41.7,215311143,7.3,7803828760,358995,28976,8.8,874017,1311,5390,2019-05-26
2,2,0,OLD,20188941,악인전,2019-05-15,2484670010,32.6,-309227080,-11.1,24346634130,272310,-34249,-11.2,2761916,1125,5438,2019-05-26
3,3,1,OLD,20184082,걸캅스,2019-05-09,528000390,6.9,-82422460,-13.5,13149151094,60541,-8543,-12.4,1538165,632,1695,2019-05-26
4,4,-1,OLD,20184889,어벤져스: 엔드게임,2019-04-24,542835530,7.1,-108546310,-16.7,120548096310,58990,-10520,-15.1,13749016,604,1278,2019-05-26
5,5,0,OLD,20199448,어린 의뢰인,2019-05-22,313515140,4.1,-13355987,-4.1,1271321160,35946,-1457,-3.9,150068,638,1832,2019-05-26
6,6,0,OLD,20199822,더 보이,2019-05-23,158757340,2.1,-26575743,-14.3,634174840,17519,-2991,-14.6,71610,488,1184,2019-05-26
7,7,0,OLD,20198598,명탐정 피카츄,2019-05-09,94506670,1.2,2785080,3,5680413636,11276,279,2.5,680420,210,305,2019-05-26
8,8,0,OLD,20187981,배심원들,2019-05-15,86976080,1.1,-89160,-0.1,2171777600,10574,172,1.7,270270,264,411,2019-05-26
9,9,5,OLD,20199954,해피타임 스파이,2019-05-23,7777880,0.1,3280900,73,18954490,5700,3644,177.2,8491,52,95,2019-05-26
10,10,0,OLD,20198597,교회오빠,2019-05-16,45739560,0.6,8463800,22.7,402812480,5280,1026,24.1,47936,82,109,2019-05-26
1,1,0,OLD,20183867,알라딘,2019-05-23,931032930,37.4,-2250076320,-70.7,8734861690,109658,-249337,-69.5,983675,1090,4663,2019-05-27
2,2,0,OLD,20188941,악인전,2019-05-15,901392980,36.2,-1583277030,-63.7,25248027110,109292,-163018,-59.9,2871208,1066,5252,2019-05-27
3,3,1,OLD,20184889,어벤져스: 엔드게임,2019-04-24,201585780,8.1,-341249750,-62.9,120749682090,21943,-37047,-62.8,13770959,553,1227,2019-05-27
4,4,-1,OLD,20184082,걸캅스,2019-05-09,171506220,6.9,-356494170,-67.5,13320657314,21330,-39211,-64.8,1559495,619,1785,2019-05-27
5,5,0,OLD,20199448,어린 의뢰인,2019-05-22,103736750,4.2,-209778390,-66.9,1375057910,12882,-23064,-64.2,162950,573,1805,2019-05-27
6,6,0,OLD,20199822,더 보이,2019-05-23,55150370,2.2,-103606970,-65.3,689325210,6619,-10900,-62.2,78229,459,1134,2019-05-27
7,7,1,OLD,20187981,배심원들,2019-05-15,26569360,1.1,-60406720,-69.5,2198346960,3397,-7177,-67.9,273667,250,420,2019-05-27
8,8,2,OLD,20198597,교회오빠,2019-05-16,21492120,0.9,-24247440,-53,424304600,2758,-2522,-47.8,50694,82,135,2019-05-27
9,9,-2,OLD,20198598,명탐정 피카츄,2019-05-09,10060340,0.4,-84446330,-89.4,5690473976,1215,-10061,-89.2,681635,98,142,2019-05-27
10,10,5,OLD,20191141,시민 노무현,2019-05-23,8465620,0.3,-6813430,-44.6,79420450,1126,-715,-38.8,9616,161,216,2019-05-27
1,1,0,OLD,20183867,알라딘,2019-05-23,913023310,40.7,-18009620,-1.9,9647885000,108339,-1319,-1.2,1092014,1121,4677,2019-05-28
2,2,0,OLD,20188941,악인전,2019-05-15,652334820,29.1,-249058160,-27.6,25900361930,79529,-29763,-27.2,2950737,1073,5176,2019-05-28
3,3,0,OLD,20184889,어벤져스: 엔드게임,2019-04-24,165592030,7.4,-35993750,-17.9,120915274120,18890,-3053,-13.9,13789849,557,1205,2019-05-28
4,4,0,OLD,20184082,걸캅스,2019-05-09,142920020,6.4,-28586200,-16.7,13463577334,17900,-3430,-16.1,1577395,623,1733,2019-05-28
5,5,0,OLD,20199448,어린 의뢰인,2019-05-22,99080580,4.4,-4656170,-4.5,1474138490,12214,-668,-5.2,175164,597,1761,2019-05-28
6,6,0,OLD,20199822,더 보이,2019-05-23,46801100,2.1,-8349270,-15.1,736126310,5621,-998,-15.1,83850,463,1074,2019-05-28
7,7,0,NEW,20183782,기생충,2019-05-30,35621000,1.6,35621000,100,38384000,3957,3957,100,4264,9,16,2019-05-28
8,8,-1,OLD,20187981,배심원들,2019-05-15,25901130,1.2,-668230,-2.5,2224248090,3321,-76,-2.2,276988,250,414,2019-05-28
9,9,-1,OLD,20198597,교회오빠,2019-05-16,22790470,1.0,1298350,6,447095070,2948,190,6.9,53642,89,143,2019-05-28
10,10,6,OLD,20190273,천로역정: 천국을 찾아서,2019-06-13,14850000,0.7,12117000,443.4,40963500,2265,1809,396.7,5844,15,15,2019-05-28
1,1,0,OLD,20183867,알라딘,2019-05-23,1458929880,40.6,545906570,59.8,11106814880,245992,137653,127.1,1338006,1146,4460,2019-05-29
2,2,0,OLD,20188941,악인전,2019-05-15,812377490,22.6,160042670,24.5,26712739420,133307,53778,67.6,3084044,995,4671,2019-05-29
3,3,15,OLD,20184865,고질라: 킹 오브 몬스터,2019-05-29,610244780,17.0,602759780,8052.9,648300780,88996,88497,17734.9,92635,923,3828,2019-05-29
4,4,8,OLD,20188144,0.0MHz,2019-05-29,194232300,5.4,178979300,1173.4,214496300,31078,29321,1668.8,33454,446,1043,2019-05-29
5,5,-1,OLD,20184082,걸캅스,2019-05-09,157521100,4.4,14601080,10.2,13621098434,26423,8523,47.6,1603818,479,1185,2019-05-29
6,6,-3,OLD,20184889,어벤져스: 엔드게임,2019-04-24,97807010,2.7,-67785020,-40.9,121013081130,15369,-3521,-18.6,13805218,309,525,2019-05-29
7,7,-2,OLD,20199448,어린 의뢰인,2019-05-22,62645980,1.7,-36434600,-36.8,1536784470,10389,-1825,-14.9,185553,358,762,2019-05-29
8,8,-1,OLD,20183782,기생충,2019-05-30,60053000,1.7,24432000,68.6,98437000,5598,1641,41.5,9862,25,25,2019-05-29
9,9,-3,OLD,20199822,더 보이,2019-05-23,22594750,0.6,-24206350,-51.7,758721060,3132,-2489,-44.3,86982,239,367,2019-05-29
10,10,-2,OLD,20187981,배심원들,2019-05-15,15041400,0.4,-10859730,-41.9,2239289490,2672,-649,-19.5,279660,84,94,2019-05-29
1,1,7,OLD,20183782,기생충,2019-05-30,4579290500,75.7,4519237500,7525.4,4677727500,568092,562494,10048.1,577954,1783,8262,2019-05-30
2,2,-1,OLD,20183867,알라딘,2019-05-23,614078440,10.2,-844851440,-57.9,11720893320,74962,-171030,-69.5,1412968,754,2493,2019-05-30
3,3,-1,OLD,20188941,악인전,2019-05-15,305960000,5.1,-506417490,-62.3,27018699420,37397,-95910,-71.9,3121441,667,2272,2019-05-30
4,4,-1,OLD,20184865,고질라: 킹 오브 몬스터,2019-05-29,247085350,4.1,-363159430,-59.5,895386130,27482,-61514,-69.1,120117,656,2249,2019-05-30
5,5,-1,OLD,20188144,0.0MHz,2019-05-29,90710800,1.5,-103521500,-53.3,305207100,10969,-20109,-64.7,44423,375,723,2019-05-30
6,6,0,OLD,20184889,어벤져스: 엔드게임,2019-04-24,44288450,0.7,-53518560,-54.7,121057369580,5452,-9917,-64.5,13810670,175,231,2019-05-30
7,7,-2,OLD,20184082,걸캅스,2019-05-09,22612970,0.4,-134908130,-85.6,13643711404,2919,-23504,-89,1606737,213,319,2019-05-30
8,8,3,OLD,20198597,교회오빠,2019-05-16,15976920,0.3,1238420,8.4,477810490,2119,-3,-0.1,57883,77,95,2019-05-30
9,9,3,OLD,20185784,나의 특별한 형제,2019-05-01,9413000,0.2,1655000,21.3,12019744374,1718,342,24.9,1468565,18,23,2019-05-30
10,10,0,NEW,20191844,킹 오브 프리즘 –샤이니 세븐 스타즈- IV 루이x신x언노운,2019-05-30,12657490,0.2,12657490,100,12657490,1629,1629,100,1629,30,44,2019-05-30
1,1,0,OLD,20183782,기생충,2019-05-30,5893815975,72.7,1314525475,28.7,10571543475,667826,99734,17.6,1245780,1826,8806,2019-05-31
2,2,0,OLD,20183867,알라딘,2019-05-23,1084122725,13.4,470044285,76.5,12805016045,123266,48304,64.4,1536234,791,2724,2019-05-31
3,3,0,OLD,20188941,악인전,2019-05-15,409092470,5.0,103132470,33.7,27427791890,46587,9190,24.6,3168028,620,2156,2019-05-31
4,4,0,OLD,20184865,고질라: 킹 오브 몬스터,2019-05-29,360434285,4.4,113348935,45.9,1255820415,37719,10237,37.2,157836,620,2057,2019-05-31
5,5,0,OLD,20188144,0.0MHz,2019-05-29,132797440,1.6,42086640,46.4,438004540,14921,3952,36,59344,397,735,2019-05-31
6,6,0,OLD,20184889,어벤져스: 엔드게임,2019-04-24,73063280,0.9,28774830,65,121130432860,8196,2744,50.3,13818866,173,231,2019-05-31
7,7,0,OLD,20184082,걸캅스,2019-05-09,31945010,0.4,9332040,41.3,13675656414,3845,926,31.7,1610582,213,315,2019-05-31
8,8,0,OLD,20198597,교회오빠,2019-05-16,14308900,0.2,-1668020,-10.4,492119390,1703,-416,-19.6,59586,72,95,2019-05-31
9,9,3,OLD,20199448,어린 의뢰인,2019-05-22,13068710,0.2,3281550,33.5,1559640340,1670,345,26,188548,172,244,2019-05-31
10,10,0,NEW,20198453,롱 리브 더 킹: 목포 영웅,2019-06-19,10536000,0.1,10536000,100,10536000,1666,1666,100,1666,5,8,2019-05-31
1,1,0,NEW,20205262,엽문4: 더 파이널,2020-04-01,48850700,19.3,48850700,100,48850700,6165,6165,100,6165,175,509,2020-04-01
2,2,-1,OLD,20204107,주디,2020-03-25,31798560,12.6,-17658360,-35.7,444609280,4105,-2300,-35.9,55718,346,730,2020-04-01
3,3,-1,OLD,20192399,1917,2020-02-19,30146760,11.9,-11392000,-27.4,6548462220,3745,-1593,-29.8,718672,341,589,2020-04-01
4,4,-1,OLD,20199842,인비저블맨,2020-02-26,19394760,7.7,-11793160,-37.8,4750664820,2373,-1558,-39.6,545382,296,489,2020-04-01
5,5,0,NEW,20206446,n번째 이별 중,2020-04-01,17246100,6.8,17246100,100,17950100,2148,2148,100,2212,157,335,2020-04-01
6,6,-1,OLD,20205708,스케어리 스토리:어둠의 속삭임 ,2020-03-25,15915760,6.3,-692240,-4.2,264162260,1893,-104,-5.2,32067,209,416,2020-04-01
7,7,2,OLD,20190280,날씨의 아이,2019-10-30,14284000,5.7,4306000,43.2,5563697050,1439,436,43.5,671550,19,34,2020-04-01
8,8,-2,OLD,20167904,라라랜드,2016-12-07,8691000,3.4,-3310600,-27.6,30247277148,1091,-453,-29.3,3627999,85,202,2020-04-01
9,9,2,OLD,20161872,너의 이름은.,2017-01-04,8918000,3.5,1100500,14.1,29983900256,892,110,14.1,3723986,15,23,2020-04-01
10,10,-6,OLD,20204791,다크 워터스 ,2020-03-11,6237920,2.5,-11799120,-65.4,1066370760,806,-1510,-65.2,123686,143,188,2020-04-01
1,1,0,OLD,20205262,엽문4: 더 파이널,2020-04-01,37959900,17.6,-10890800,-22.3,86810600,4799,-1366,-22.2,10964,170,503,2020-04-02
2,2,0,OLD,20204107,주디,2020-03-25,22042740,10.2,-9755820,-30.7,466652020,2791,-1314,-32,58509,323,598,2020-04-02
3,3,72,OLD,20205841,더 터닝 ,2020-04-02,22488080,10.4,22431580,39701.9,23732580,2714,2706,33825,2854,275,528,2020-04-02
4,4,-1,OLD,20192399,1917,2020-02-19,20863300,9.7,-9283460,-30.8,6569325520,2591,-1154,-30.8,721263,307,481,2020-04-02
5,5,-1,OLD,20199842,인비저블맨,2020-02-26,13484660,6.3,-5910100,-30.5,4764149480,1633,-740,-31.2,547015,245,379,2020-04-02
6,6,29,OLD,20204340,시원찮은 그녀를 위한 육성방법 피날레,2020-02-27,10647360,4.9,9755920,1094.4,152712100,1378,1273,1212.4,18142,23,28,2020-04-02
7,7,-2,OLD,20206446,n번째 이별 중,2020-04-01,10624400,4.9,-6621700,-38.4,28574500,1276,-872,-40.6,3488,157,307,2020-04-02
8,8,-2,OLD,20205708,스케어리 스토리:어둠의 속삭임 ,2020-03-25,9472920,4.4,-6442840,-40.5,273635180,1139,-754,-39.8,33206,178,311,2020-04-02
9,9,-1,OLD,20167904,라라랜드,2016-12-07,7244080,3.4,-1446920,-16.6,30254521228,909,-182,-16.7,3628908,80,166,2020-04-02
10,10,0,NEW,20205321,킹 오브 프리즘 올 스타즈 -프리즘 쇼☆베스트10-,2020-04-02,6237000,2.9,6237000,100,6237000,765,765,100,765,55,84,2020-04-02
1,1,0,OLD,20205262,엽문4: 더 파이널,2020-04-01,37700100,17.6,-259800,-0.7,124510700,4280,-519,-10.8,15244,175,504,2020-04-03
2,2,0,OLD,20204107,주디,2020-03-25,24781500,11.6,2738760,12.4,491433520,2901,110,3.9,61410,319,590,2020-04-03
3,3,1,OLD,20192399,1917,2020-02-19,24121320,11.2,3258020,15.6,6593446840,2784,193,7.4,724047,313,503,2020-04-03
4,4,-1,OLD,20205841,더 터닝 ,2020-04-02,17390260,8.1,-5097820,-22.7,41122840,1956,-758,-27.9,4810,256,476,2020-04-03
5,5,0,OLD,20199842,인비저블맨,2020-02-26,15347560,7.2,1862900,13.8,4779497040,1693,60,3.7,548708,252,399,2020-04-03
6,6,1,OLD,20206446,n번째 이별 중,2020-04-01,12748200,5.9,2123800,20,41322700,1389,113,8.9,4877,155,332,2020-04-03
7,7,1,OLD,20205708,스케어리 스토리:어둠의 속삭임 ,2020-03-25,10280240,4.8,807320,8.5,283915420,1131,-8,-0.7,34337,183,300,2020-04-03
8,8,1,OLD,20167904,라라랜드,2016-12-07,8337340,3.9,1093260,15.1,30262858568,960,51,5.6,3629868,77,171,2020-04-03
9,9,14,OLD,20180962,지푸라기라도 잡고 싶은 짐승들,2020-02-19,6966380,3.2,5440860,356.7,5394488550,772,585,312.8,621719,52,68,2020-04-03
10,10,3,OLD,20204791,다크 워터스 ,2020-03-11,3188300,1.5,247440,8.4,1072499920,371,0,0,124428,88,109,2020-04-03
1,1,0,OLD,20205262,엽문4: 더 파이널,2020-04-01,75121500,20.0,37421400,99.3,199632200,8288,4008,93.6,23532,199,618,2020-04-04
2,2,1,OLD,20192399,1917,2020-02-19,51792600,13.8,27671280,114.7,6645239440,5681,2897,104.1,729728,362,638,2020-04-04
3,3,-1,OLD,20204107,주디,2020-03-25,44614800,11.9,19833300,80,536048320,5010,2109,72.7,66420,352,718,2020-04-04
4,4,1,OLD,20199842,인비저블맨,2020-02-26,32247140,8.6,16899580,110.1,4811744180,3453,1760,104,552161,280,497,2020-04-04
5,5,1,OLD,20206446,n번째 이별 중,2020-04-01,27768800,7.4,15020600,117.8,69091500,2906,1517,109.2,7783,171,396,2020-04-04
6,6,-2,OLD,20205841,더 터닝 ,2020-04-02,26260580,7.0,8870320,51,67383420,2843,887,45.3,7653,294,549,2020-04-04
7,7,0,OLD,20205708,스케어리 스토리:어둠의 속삭임 ,2020-03-25,18317220,4.9,8036980,78.2,302232640,1947,816,72.1,36284,207,376,2020-04-04
8,8,0,OLD,20167904,라라랜드,2016-12-07,14496240,3.9,6158900,73.9,30277354808,1618,658,68.5,3631486,89,196,2020-04-04
9,9,1,OLD,20204791,다크 워터스 ,2020-03-11,6257460,1.7,3069160,96.3,1078757380,721,350,94.3,125149,119,150,2020-04-04
10,10,4,OLD,20010013,봄날은 간다,2001-09-28,2952000,0.8,1337000,82.8,43191500,551,228,70.6,7482,46,77,2020-04-04
1,1,0,OLD,20205262,엽문4: 더 파이널,2020-04-01,68939900,20.7,-6181600,-8.2,268572100,7576,-712,-8.6,31108,206,618,2020-04-05
2,2,0,OLD,20192399,1917,2020-02-19,47927660,14.4,-3864940,-7.5,6693167100,5213,-468,-8.2,734941,358,641,2020-04-05
3,3,0,OLD,20204107,주디,2020-03-25,31395960,9.4,-13218840,-29.6,567444280,3509,-1501,-30,69929,347,704,2020-04-05
4,4,0,OLD,20199842,인비저블맨,2020-02-26,28839040,8.7,-3408100,-10.6,4840583220,3076,-377,-10.9,555237,276,478,2020-04-05
5,5,0,OLD,20206446,n번째 이별 중,2020-04-01,23999000,7.2,-3769800,-13.6,93090500,2520,-386,-13.3,10303,164,381,2020-04-05
6,6,0,OLD,20205841,더 터닝 ,2020-04-02,21810200,6.5,-4450380,-16.9,89193620,2362,-481,-16.9,10015,269,486,2020-04-05
7,7,0,OLD,20205708,스케어리 스토리:어둠의 속삭임 ,2020-03-25,16469680,4.9,-1847540,-10.1,318702320,1759,-188,-9.7,38043,212,365,2020-04-05
8,8,0,OLD,20167904,라라랜드,2016-12-07,12796580,3.8,-1699660,-11.7,30290151388,1412,-206,-12.7,3632898,92,196,2020-04-05
9,9,0,OLD,20204791,다크 워터스 ,2020-03-11,4963840,1.5,-1293620,-20.7,1083721220,569,-152,-21.1,125718,118,157,2020-04-05
10,10,2,OLD,20190280,날씨의 아이,2019-10-30,5390000,1.6,677600,14.4,5574597330,562,65,13.1,672723,7,13,2020-04-05
1,1,0,OLD,20205262,엽문4: 더 파이널,2020-04-01,22566000,18.0,-46373900,-67.3,291138100,2718,-4858,-64.1,33826,183,487,2020-04-06
2,2,0,OLD,20192399,1917,2020-02-19,16334300,13.1,-31593360,-65.9,6709501400,1907,-3306,-63.4,736848,310,497,2020-04-06
3,3,0,OLD,20204107,주디,2020-03-25,11457240,9.2,-19938720,-63.5,578901520,1412,-2097,-59.8,71341,281,486,2020-04-06
4,4,0,OLD,20199842,인비저블맨,2020-02-26,10793240,8.6,-18045800,-62.6,4851376460,1302,-1774,-57.7,556539,234,346,2020-04-06
5,5,0,OLD,20206446,n번째 이별 중,2020-04-01,9200500,7.4,-14798500,-61.7,102291000,1096,-1424,-56.5,11399,145,287,2020-04-06
6,6,0,OLD,20205841,더 터닝 ,2020-04-02,8002080,6.4,-13808120,-63.3,97195700,976,-1386,-58.7,10991,204,321,2020-04-06
7,7,0,OLD,20205708,스케어리 스토리:어둠의 속삭임 ,2020-03-25,6321960,5.1,-10147720,-61.6,325024280,745,-1014,-57.6,38788,158,233,2020-04-06
8,8,0,OLD,20167904,라라랜드,2016-12-07,5170740,4.1,-7625840,-59.6,30295322128,631,-781,-55.3,3633529,77,156,2020-04-06
9,9,0,NEW,20205902,신과 나: 100일간의 거래,2020-04-08,4689000,3.7,4689000,100,5265000,521,521,100,585,6,6,2020-04-06
10,10,4,OLD,20010013,봄날은 간다,2001-09-28,1159000,0.9,-1025000,-46.9,46534500,228,-206,-47.5,8144,41,68,2020-04-06
1,1,0,OLD,20205262,엽문4: 더 파이널,2020-04-01,20405100,16.7,-2160900,-9.6,311543200,2472,-246,-9.1,36298,181,484,2020-04-07
2,2,0,OLD,20192399,1917,2020-02-19,13852600,11.3,-2481700,-15.2,6723354000,1680,-227,-11.9,738528,299,474,2020-04-07
3,3,0,OLD,20204107,주디,2020-03-25,11035360,9.0,-421880,-3.7,589936880,1346,-66,-4.7,72687,273,474,2020-04-07
4,4,0,OLD,20199842,인비저블맨,2020-02-26,9539260,7.8,-1253980,-11.6,4860915720,1123,-179,-13.7,557662,225,325,2020-04-07
5,5,0,OLD,20206446,n번째 이별 중,2020-04-01,9143500,7.5,-57000,-0.6,111434500,1085,-11,-1,12484,146,294,2020-04-07
6,6,0,OLD,20205841,더 터닝 ,2020-04-02,7926840,6.5,-75240,-0.9,105122540,949,-27,-2.8,11940,205,323,2020-04-07
7,7,1,OLD,20167904,라라랜드,2016-12-07,5720260,4.7,549520,10.6,30301042388,705,74,11.7,3634234,78,160,2020-04-07
8,8,-1,OLD,20205708,스케어리 스토리:어둠의 속삭임 ,2020-03-25,5922460,4.8,-399500,-6.3,330946740,700,-45,-6,39488,159,233,2020-04-07
9,9,0,OLD,20205902,신과 나: 100일간의 거래,2020-04-08,4689000,3.8,0,0,9954000,521,0,0,1106,6,6,2020-04-07
10,10,2,OLD,20204791,다크 워터스 ,2020-03-11,2160080,1.8,597680,38.3,1087443700,274,82,42.7,126184,85,98,2020-04-07
1,1,0,OLD,20205262,엽문4: 더 파이널,2020-04-01,20587000,14.0,181900,0.9,332130200,2476,4,0.2,38774,188,484,2020-04-08
2,2,0,OLD,20192399,1917,2020-02-19,16615280,11.3,2762680,19.9,6739969280,2009,329,19.6,740537,309,531,2020-04-08
3,3,0,NEW,20206402,오픈 더 도어 ,2020-04-08,14680700,10.0,14680700,100,14680700,1760,1760,100,1760,155,346,2020-04-08
4,4,-1,OLD,20204107,주디,2020-03-25,11770380,8.0,735020,6.7,601707260,1419,73,5.4,74106,265,460,2020-04-08
5,5,4,OLD,20205902,신과 나: 100일간의 거래,2020-04-08,8954360,6.1,4265360,91,18908360,1138,617,118.4,2244,240,358,2020-04-08
6,6,-2,OLD,20199842,인비저블맨,2020-02-26,9098400,6.2,-440860,-4.6,4870014120,1075,-48,-4.3,558737,208,311,2020-04-08
7,7,-2,OLD,20206446,n번째 이별 중,2020-04-01,8802000,6.0,-341500,-3.7,120236500,1025,-60,-5.5,13509,145,289,2020-04-08
8,8,-2,OLD,20205841,더 터닝 ,2020-04-02,7045980,4.8,-880860,-11.1,112168520,853,-96,-10.1,12793,189,281,2020-04-08
9,9,-2,OLD,20167904,라라랜드,2016-12-07,4081180,2.8,-1639080,-28.7,30305123568,784,79,11.2,3635018,84,176,2020-04-08
10,10,-2,OLD,20205708,스케어리 스토리:어둠의 속삭임 ,2020-03-25,5136200,3.5,-786260,-13.3,336082940,597,-103,-14.7,40085,125,177,2020-04-08
1,1,0,OLD,20205262,엽문4: 더 파이널,2020-04-01,18605200,13.0,-1981800,-9.6,350735400,2232,-244,-9.9,41006,177,461,2020-04-09
2,2,0,OLD,20192399,1917,2020-02-19,16095480,11.3,-519800,-3.1,6756064760,1938,-71,-3.5,742475,305,518,2020-04-09
3,3,0,OLD,20206402,오픈 더 도어 ,2020-04-08,12133200,8.5,-2547500,-17.4,26813900,1448,-312,-17.7,3208,145,321,2020-04-09
4,4,0,OLD,20204107,주디,2020-03-25,10559640,7.4,-1210740,-10.3,612266900,1278,-141,-9.9,75384,255,414,2020-04-09
5,5,1,OLD,20199842,인비저블맨,2020-02-26,7415920,5.2,-1682480,-18.5,4877430040,883,-192,-17.9,559620,208,282,2020-04-09
6,6,1,OLD,20206446,n번째 이별 중,2020-04-01,7337700,5.1,-1464300,-16.6,127574200,861,-164,-16,14370,129,261,2020-04-09
7,7,2,OLD,20167904,라라랜드,2016-12-07,3411400,2.4,-669780,-16.4,30308534968,646,-138,-17.6,3635664,70,145,2020-04-09
8,8,-3,OLD,20205902,신과 나: 100일간의 거래,2020-04-08,4850420,3.4,-4103940,-45.8,23758780,620,-518,-45.5,2864,198,279,2020-04-09
9,9,-1,OLD,20205841,더 터닝 ,2020-04-02,4181120,2.9,-2864860,-40.7,116349640,492,-361,-42.3,13285,140,181,2020-04-09
10,10,2,OLD,20205190,사랑이 뭘까,2020-04-09,3972080,2.8,1851080,87.3,7414080,490,187,61.7,940,121,151,2020-04-09
1,1,1,OLD,20192399,1917,2020-02-19,22687060,14.2,6591580,41,6778751820,2530,592,30.5,745005,329,569,2020-04-10
2,2,-1,OLD,20205262,엽문4: 더 파이널,2020-04-01,21897500,13.7,3292300,17.7,372632900,2438,206,9.2,43444,180,474,2020-04-10
3,3,0,OLD,20206402,오픈 더 도어 ,2020-04-08,14036400,8.8,1903200,15.7,40850300,1511,63,4.4,4719,155,320,2020-04-10
4,4,0,OLD,20204107,주디,2020-03-25,13463160,8.5,2903520,27.5,625730060,1499,221,17.3,76883,261,445,2020-04-10
5,5,0,OLD,20199842,인비저블맨,2020-02-26,10499960,6.6,3084040,41.6,4887930000,1117,234,26.5,560737,204,296,2020-04-10
6,6,0,OLD,20206446,n번째 이별 중,2020-04-01,8644900,5.4,1307200,17.8,136219100,915,54,6.3,15285,133,273,2020-04-10
7,7,0,OLD,20167904,라라랜드,2016-12-07,4215820,2.6,804420,23.6,30312750788,780,134,20.7,3636444,80,166,2020-04-10
8,8,0,OLD,20205902,신과 나: 100일간의 거래,2020-04-08,5328720,3.3,478300,9.9,29087500,611,-9,-1.5,3475,185,255,2020-04-10
9,9,4,OLD,20128588,"그 시절, 우리가 좋아했던 소녀",2012-08-22,2603500,1.6,550500,26.8,343370270,518,111,27.3,47670,30,48,2020-04-10
10,10,0,OLD,20205190,사랑이 뭘까,2020-04-09,4920280,3.1,948200,23.9,12334360,490,0,0,1430,105,133,2020-04-10
1,1,0,OLD,20192399,1917,2020-02-19,64475940,18.6,41788880,184.2,6843227760,7036,4506,178.1,752041,360,727,2020-04-11
2,2,0,OLD,20205262,엽문4: 더 파이널,2020-04-01,48647600,14.0,26750100,122.2,421280500,5305,2867,117.6,48749,195,582,2020-04-11
3,3,0,OLD,20206402,오픈 더 도어 ,2020-04-08,33040100,9.5,19003700,135.4,73890400,3526,2015,133.4,8245,184,436,2020-04-11
4,4,0,OLD,20204107,주디,2020-03-25,26535540,7.7,13072380,97.1,652265600,2952,1453,96.9,79835,314,563,2020-04-11
5,5,0,OLD,20199842,인비저블맨,2020-02-26,25190400,7.3,14690440,139.9,4913120400,2725,1608,144,563462,255,438,2020-04-11
6,6,0,OLD,20206446,n번째 이별 중,2020-04-01,18325100,5.3,9680200,112,154544200,1919,1004,109.7,17204,156,358,2020-04-11
7,7,0,OLD,20167904,라라랜드,2016-12-07,8058620,2.3,3842800,91.2,30320809408,1547,767,98.3,3637991,87,190,2020-04-11
8,8,0,OLD,20205902,신과 나: 100일간의 거래,2020-04-08,10985260,3.2,5656540,106.2,40072760,1240,629,102.9,4715,240,357,2020-04-11
9,9,25,OLD,20190280,날씨의 아이,2019-10-30,9991300,2.9,9497860,1924.8,5586945950,1026,955,1345.1,674071,22,45,2020-04-11
10,10,3,OLD,20205708,스케어리 스토리:어둠의 속삭임 ,2020-03-25,7787820,2.2,4173820,115.5,350996260,849,465,121.1,41739,110,170,2020-04-11
1,1,0,OLD,20192399,1917,2020-02-19,66975860,19.4,2499920,3.9,6910203620,7352,316,4.5,759393,364,728,2020-04-12
2,2,0,OLD,20205262,엽문4: 더 파이널,2020-04-01,47633600,13.8,-1014000,-2.1,468914100,5204,-101,-1.9,53953,200,589,2020-04-12
3,3,0,OLD,20206402,오픈 더 도어 ,2020-04-08,35382700,10.3,2342600,7.1,109273100,3709,183,5.2,11954,172,433,2020-04-12
4,4,0,OLD,20204107,주디,2020-03-25,26369260,7.7,-166280,-0.6,678634860,2870,-82,-2.8,82705,315,554,2020-04-12
5,5,0,OLD,20199842,인비저블맨,2020-02-26,25888980,7.5,698580,2.8,4939009380,2752,27,1,566214,250,422,2020-04-12
6,6,0,OLD,20206446,n번째 이별 중,2020-04-01,16601700,4.8,-1723400,-9.4,171145900,1731,-188,-9.8,18935,159,337,2020-04-12
7,7,0,OLD,20167904,라라랜드,2016-12-07,7903400,2.3,-155220,-1.9,30328712808,1515,-32,-2.1,3639506,88,197,2020-04-12
8,8,1,OLD,20190280,날씨의 아이,2019-10-30,11153840,3.2,1162540,11.6,5598099790,1152,126,12.3,675223,21,45,2020-04-12
9,9,-1,OLD,20205902,신과 나: 100일간의 거래,2020-04-08,9471880,2.8,-1513380,-13.8,49544640,1065,-175,-14.1,5780,218,314,2020-04-12
10,10,2,OLD,20176767,"나는 내일, 어제의 너와 만난다",2017-10-12,4027000,1.2,246000,6.5,1359323800,800,48,6.4,178258,39,59,2020-04-12
1,1,0,OLD,20192399,1917,2020-02-19,19947280,16.6,-47028580,-70.2,6930150900,2390,-4962,-67.5,761783,320,582,2020-04-13
2,2,1,OLD,20206402,오픈 더 도어 ,2020-04-08,13788700,11.5,-21594000,-61,123061800,1641,-2068,-55.8,13595,158,362,2020-04-13
